ds,yhat
2022-01-01,0.002160980029048754
2022-01-02,0.0020716523522494234
2022-01-03,0.002195665063712899
2022-01-04,0.002181078213073773
2022-01-05,0.002600636935135325
2022-01-06,0.002486907001737687
2022-01-07,0.0025939383198915838
2022-01-08,0.002524080229027827
2022-01-09,0.002468458007216753
2022-01-10,0.0026171861642168967
2022-01-11,0.002618372374285703
2022-01-12,0.003045024765527959
2022-01-13,0.0029301640353944294
2022-01-14,0.0030284591836468046
2022-01-15,0.0029430118369021922
2022-01-16,0.002865799751116997
2022-01-17,0.002987856261800422
2022-01-18,0.0029582407031418963
2022-01-19,0.0033509136200032775
2022-01-20,0.003199819254115395
2022-01-21,0.0032604949816004225
2022-01-22,0.0031368334103761934
2022-01-23,0.0030215082868203665
2022-01-24,0.0031061413593722934
2022-01-25,0.003040265405608737
2022-01-26,0.0033981972387884885
2022-01-27,0.0032141229796684104
2022-01-28,0.0032437148994527844
2022-01-29,0.0030909050130419786
2022-01-30,0.0029483259070142397
2022-01-31,0.003007495176270792
2022-02-01,0.0029177978234283587
2022-02-02,0.0032533795378683296
2022-02-03,0.003048252228012454
2022-02-04,0.003057930220458701
2022-02-05,0.0028862214651359528
2022-02-06,0.0027256834730845936
2022-02-07,0.0027678197118626204
2022-02-08,0.002662070295362658
2022-02-09,0.002982709517272095
2022-02-10,0.002763951396148599
2022-02-11,0.002761581609187023
2022-02-12,0.0025797402871679496
2022-02-13,0.002411365695375713
2022-02-14,0.002448374977799138
2022-02-15,0.002340636391650622
2022-02-16,0.002662846288714337
2022-02-17,0.0024496128107452317
2022-02-18,0.002457065538987587
2022-02-19,0.002289616466337613
2022-02-20,0.0021403832143024985
2022-02-21,0.0022013515385554
2022-02-22,0.0021223323546133823
2022-02-23,0.0024778272533063713
2022-02-24,0.00230210506866442
2022-02-25,0.002350809193327316
2022-02-26,0.0022277213065664777
2022-02-27,0.002125192562252774
2022-02-28,0.00223431922710826
2022-03-01,0.00220391776721619
2022-03-02,0.0026074129434831136
2022-03-03,0.002477940904733689
2022-03-04,0.00256998625068409
2022-03-05,0.002486177879322882
2022-03-06,0.0024177537133350203
2022-03-07,0.0025547702704328485
2022-03-08,0.0025451110093181336
2022-03-09,0.0029614059387455052
2022-03-10,0.0028361634326782544
2022-03-11,0.0029234322395992217
2022-03-12,0.002825617610478387
2022-03-13,0.0027339608740385908
2022-03-14,0.002838757808759559
2022-03-15,0.002788369300486062
2022-03-16,0.0031561365197546754
2022-03-17,0.0029755015091294757
2022-03-18,0.0030016513216478613
2022-03-19,0.002838309992352182
2022-03-20,0.002678188225787328
2022-03-21,0.002713166886095875
2022-03-22,0.002593268679024993
2022-03-23,0.0028935312987696735
2022-03-24,0.0026490840776524673
2022-03-25,0.002616747503228465
2022-03-26,0.0024017811482075282
2022-03-27,0.0021982911620971593
2022-03-28,0.002199374641816647
2022-03-29,0.0020560564287211342
2022-03-30,0.002344132655145953
2022-03-31,0.0020992239882862075
2022-04-01,0.002078358676891831
2022-04-02,0.0018867114945145974
2022-04-03,0.001718010065769526
2022-04-04,0.0017646860078363116
2022-04-05,0.0016768263215377428
2022-04-06,0.0020290390154618105
2022-04-07,0.0018555353528760506
2022-04-08,0.0019117480652991996
2022-04-09,0.0018011106821808507
2022-04-10,0.0017155083628260614
2022-04-11,0.001845476437730231
2022-04-12,0.0018392007791545226
2022-04-13,0.002269432618513708
2022-04-14,0.002168618822942195
2022-04-15,0.0022905656263263463
2022-04-16,0.002237259684192997
2022-04-17,0.0021993556648977654
2022-04-18,0.002366405551638165
2022-04-19,0.00238588291438766
2022-04-20,0.002830114106080136
2022-04-21,0.0027314169496368236
2022-04-22,0.002843764696244409
2022-04-23,0.0027695991469793924
2022-04-24,0.002700302409963982
2022-04-25,0.0028264029569856157
2022-04-26,0.0027965699431961146
2022-04-27,0.003184508643148734
2022-04-28,0.0030240586362745526
2022-04-29,0.003070813724685168
2022-04-30,0.0029288887778211614
2022-05-01,0.0027913443397777652
2022-05-02,0.0028503460471555435
2022-05-03,0.0027561141839840568
2022-05-04,0.0030837775279943924
2022-05-05,0.0028684343215656166
2022-05-06,0.0028667404136802745
2022-05-07,0.0026836506622818575
2022-05-08,0.002512825132461215
2022-05-09,0.002546777621801332
2022-05-10,0.0024358220925916885
2022-05-11,0.002754931180760428
2022-05-12,0.0025388093928489603
2022-05-13,0.002543500585008815
2022-05-14,0.002373155145040519
2022-05-15,0.002220467549357938
2022-05-16,0.0022768607944603507
2022-05-17,0.002191472114688249
2022-05-18,0.0025380528883484957
2022-05-19,0.002350084015307805
2022-05-20,0.0023824250126484145
2022-05-21,0.0022381209248423803
2022-05-22,0.002108876459833033
2022-05-23,0.002185272693595239
2022-05-24,0.002115779737640114
2022-05-25,0.0024736774258993432
2022-05-26,0.0022921846567991464
2022-05-27,0.0023261152087498127
2022-05-28,0.002178683929914072
2022-05-29,0.0020419727573210817
2022-05-30,0.0021071321900875003
2022-05-31,0.0020233721234320344
2022-06-01,0.0023648548267123618
2022-06-02,0.0021657916201963646
2022-06-03,0.0021820621513661976
2022-06-04,0.002017981384004828
2022-06-05,0.0018667250594041527
2022-06-06,0.0019204906093009907
2022-06-07,0.0018294487898940972
2022-06-08,0.002168600146921575
2022-06-09,0.00197283911488086
2022-06-10,0.0019985457805522964
2022-06-11,0.0018503313974546852
2022-06-12,0.001721449195489483
2022-06-13,0.0018039480350930301
2022-06-14,0.0017476245095069962
2022-06-15,0.0021268876909669387
2022-06-16,0.001975839155943741
2022-06-17,0.0020498879005308684
2022-06-18,0.001952525572905141
2022-06-19,0.0018757726850068407
2022-06-20,0.002010372273630538
2022-06-21,0.0020047853701591557
2022-06-22,0.0024321011025659135
2022-06-23,0.0023251626066036583
2022-06-24,0.0024382268580602773
2022-06-25,0.002373782359645212
2022-06-26,0.0023230339044168157
2022-06-27,0.002476129545066197
2022-06-28,0.0024811829305416877
2022-06-29,0.002911202818938475
2022-06-30,0.0027992301466949945
2022-07-01,0.002900000215488402
2022-07-02,0.0028167536476144703
2022-07-03,0.00274170533004656
2022-07-04,0.0028662467608062793
2022-07-05,0.002839935525586334
2022-07-06,0.0032373845496936338
2022-07-07,0.003093352590085117
2022-07-08,0.0031643548333340353
2022-07-09,0.0030554187383025878
2022-07-10,0.002960495972998695
2022-07-11,0.0030726075824868814
2022-07-12,0.003042777882160329
2022-07-13,0.003446871477783376
2022-07-14,0.0033206365698962466
2022-07-15,0.00342127498497774
2022-07-16,0.0033541654826171447
2022-07-17,0.0033132523865841267
2022-07-18,0.0034911776229627077
2022-07-19,0.003538212320297299
2022-07-20,0.004029102722947491
2022-07-21,0.0039981335974486635
2022-07-22,0.00420072926202725
2022-07-23,0.004240218144337129
2022-07-24,0.004308271952038175
2022-07-25,0.004595096279134879
2022-07-26,0.004748427277364043
2022-07-27,0.005340447392447808
2022-07-28,0.005402921415097232
2022-07-29,0.0056888709215602296
2022-07-30,0.005799410885748881
2022-07-31,0.005924257417536807
2022-08-01,0.006251981374994566
2022-08-02,0.0064290605210120064
2022-08-03,0.007026841440549529
2022-08-04,0.007076710915070157
2022-08-05,0.007331793554983293
2022-08-06,0.007393798519559029
2022-08-07,0.007453523680980078
2022-08-08,0.007701091760874525
2022-08-09,0.007784971281994639
2022-08-10,0.008278894117479316
2022-08-11,0.008216970285424785
2022-08-12,0.00835531810567885
2022-08-13,0.008298834198522311
2022-08-14,0.008241613625518568
2022-08-15,0.00837709688809537
2022-08-16,0.008356999000158198
2022-08-17,0.00875813491355141
2022-08-18,0.00861744449547001
2022-08-19,0.008693537710526479
2022-08-20,0.008593386936376204
2022-08-21,0.008512679006113535
2022-08-22,0.008645905763440449
2022-08-23,0.008645250133699817
2022-08-24,0.009087383438889271
2022-08-25,0.009008478222149015
2022-08-26,0.009165757882680358
2022-08-27,0.009164210255833399
2022-08-28,0.009196977482850114
2022-08-29,0.009455500252988316
2022-08-30,0.009588472276064814
2022-08-31,0.010168719151640283
2022-09-01,0.010228303958384729
2022-09-02,0.010520178590188202
2022-09-03,0.010645005424221109
2022-09-04,0.010791658906246532
2022-09-05,0.011147482239010954
2022-09-06,0.011357352073653241
2022-09-07,0.011990662430035878
2022-09-08,0.012076527326341346
2022-09-09,0.012365518475930284
2022-09-10,0.012456560216321534
2022-09-11,0.012537489150958715
2022-09-12,0.01279535196043293
2022-09-13,0.012875492979353934
2022-09-14,0.013348541925648973
2022-09-15,0.013245600914861402
2022-09-16,0.013319947275058527
2022-09-17,0.013173874990541486
2022-09-18,0.012999183411045525
2022-09-19,0.012987388305299446
2022-09-20,0.01278870890460235
2022-09-21,0.01297894374897354
2022-09-22,0.012594537209637068
2022-09-23,0.012394156189921433
2022-09-24,0.011985402987881762
2022-09-25,0.011565176199116022
2022-09-26,0.011329757982813729
2022-09-27,0.01093368449806208
2022-09-28,0.010956515318567586
2022-09-29,0.010437806450105499
2022-09-30,0.01013860888544951
2022-10-01,0.00966812073002363
2022-10-02,0.009224006389104273
2022-10-03,0.009002462270861905
2022-10-04,0.008657086431615436
2022-10-05,0.00876566806135279
2022-10-06,0.00836520099082957
2022-10-07,0.008213442189606499
2022-10-08,0.007915641824746137
2022-10-09,0.0076649564468540795
2022-10-10,0.00765262242245736
2022-10-11,0.0075269443531572455
2022-10-12,0.007860211412509947
2022-10-13,0.007683842610759011
2022-10-14,0.007750078663672624
2022-10-15,0.0076588437055627465
2022-10-16,0.007598285133165664
2022-10-17,0.007755065553736374
2022-10-18,0.0077734586474291975
2022-10-19,0.008222359235096644
2022-10-20,0.008130506279456783
2022-10-21,0.008248234629176928
2022-10-22,0.008174377341160005
2022-10-23,0.00809682595915929
2022-10-24,0.00820282233077935
2022-10-25,0.008138033906369822
2022-10-26,0.008473523462628306
2022-10-27,0.008240913128923853
2022-10-28,0.008194060141322528
2022-10-29,0.007935868195534705
2022-10-30,0.0076587441775875665
2022-10-31,0.007554776554924763
2022-11-01,0.007274690299619496
2022-11-02,0.007394692364699392
2022-11-03,0.006951510738561201
2022-11-04,0.006703947636193424
2022-11-05,0.006259573737715609
2022-11-06,0.005815076120089739
2022-11-07,0.005566338786863366
2022-11-08,0.005167312979476095
2022-11-09,0.005196793236068241
2022-11-10,0.004693403754518813
2022-11-11,0.004417116702064097
2022-11-12,0.003975929994903874
2022-11-13,0.0035662173258604658
2022-11-14,0.0033828289993657413
2022-11-15,0.0030779999495021836
2022-11-16,0.00322817966453376
2022-11-17,0.002869086936303531
2022-11-18,0.0027573090913399307
2022-11-19,0.002497070951801518
2022-11-20,0.0022806838034924387
2022-11-21,0.0022987502731272483
2022-11-22,0.0021991787497209494
2022-11-23,0.0025541193224904086
2022-11-24,0.002395121465101532
2022-11-25,0.0024748305670021595
2022-11-26,0.002393846201463806
2022-11-27,0.002341250305460028
2022-11-28,0.0025048793787607907
2022-11-29,0.0025303928913766815
2022-11-30,0.0029882488065905485
2022-12-01,0.0029088857856343483
2022-12-02,0.0030444289217601765
2022-12-03,0.002995542049302312
2022-12-04,0.0029519353548599385
2022-12-05,0.003102603322580463
2022-12-06,0.0030948464666702945
2022-12-07,0.0035011893200579593
2022-12-08,0.003354496055565814
2022-12-09,0.0034096025913892885
2022-12-10,0.0032700903653112142
2022-12-11,0.003128712716883649
2022-12-12,0.00317755113282451
2022-12-13,0.0030669569821229446
2022-12-14,0.0033723932749255194
2022-12-15,0.0031294797245474473
2022-12-16,0.003095561657026993
2022-12-17,0.002876429393772361
2022-12-18,0.0026667002029689274
2022-12-19,0.0026599409224846134
2022-12-20,0.0025075874042340854
2022-12-21,0.0027857755080837234
2022-12-22,0.002530386793151356
2022-12-23,0.0024986290071765736
2022-12-24,0.002295777265155245
2022-12-25,0.0021155870175846303
2022-12-26,0.0021504556908831522
2022-12-27,0.0020503877468026504
2022-12-28,0.002389876348702506
2022-12-29,0.002203003153993061
2022-12-30,0.002245074666519486
2022-12-31,0.0021194193845204333
